model,outcome,event,horizon,beta,block_length,draws,seed,multiplier_se,critical90,critical95,sim90_low,sim90_high,sim95_low,sim95_high
single,lwti,military_conflict,19,0.0120770629934,1,1999,20260920,0.0583131643802,2.52008509378,2.77957628652,-0.134877073332,0.159031199319,-0.150008825909,0.174162951896
single,lwti,military_conflict,20,0.0351417038751,1,1999,20260920,0.0587800562962,2.52008509378,2.77957628652,-0.112989039808,0.183272447559,-0.128241946726,0.198525354476
single,lwti,military_conflict,21,0.0275239358089,1,1999,20260920,0.06000469015,2.52008509378,2.77957628652,-0.123692989395,0.178740861013,-0.139263678012,0.19431154963
single,lwti,military_conflict,22,0.0174347157956,1,1999,20260920,0.0620354679108,2.52008509378,2.77957628652,-0.138899942172,0.173769373763,-0.154997599732,0.189867031324
single,lwti,military_conflict,23,0.00833351203494,1,1999,20260920,0.0628145315964,2.52008509378,2.77957628652,-0.149964452714,0.166631476784,-0.166264270439,0.182931294509
single,lwti,military_conflict,24,0.00589755499183,1,1999,20260920,0.0643165171073,2.52008509378,2.77957628652,-0.156185541054,0.167980651038,-0.172875110791,0.184670220775
single,lwti,military_conflict,25,0.0277269569479,1,1999,20260920,0.0650676581524,2.52008509378,2.77957628652,-0.136249078449,0.191702992345,-0.153133562672,0.208587476567
single,lwti,military_conflict,26,0.0131240666597,1,1999,20260920,0.0652742791821,2.52008509378,2.77957628652,-0.151372671314,0.177620804634,-0.168310771874,0.194558905194
single,lwti,military_conflict,27,0.00492571627977,1,1999,20260920,0.0661811029911,2.52008509378,2.77957628652,-0.161856294858,0.171707727418,-0.17902970821,0.188881140769
single,lwti,military_conflict,28,-0.00426775842002,1,1999,20260920,0.0661320048321,2.52008509378,2.77957628652,-0.170926038019,0.162390521179,-0.188086710831,0.179551193991
single,lwti,military_conflict,29,0.00799319891409,1,1999,20260920,0.0691875027391,2.52008509378,2.77957628652,-0.166365195415,0.182351593243,-0.184318743023,0.200305140851
single,lwti,military_conflict,30,-0.00777190186023,1,1999,20260920,0.0680517177522,2.52008509378,2.77957628652,-0.179268021374,0.163724217653,-0.196926842781,0.181383039061
single,lwti,military_conflict,31,0.000996532934105,1,1999,20260920,0.0682665633847,2.52008509378,2.77957628652,-0.171041015855,0.173034081723,-0.188755587812,0.19074865368
