model,specification,outcome,event,horizon,n,origin_start,origin_end,beta,primary_covariance,maximum_leverage,hc3_se,hc3_p,hc3_90_low,hc3_90_high,hc3_95_low,hc3_95_high,hc1_se,hc1_p,hc1_90_low,hc1_90_high,hc1_95_low,hc1_95_high,interpretation
single,pre_2019,lbrent,military_conflict,0,345,1990-04-01,2018-12-01,0.0520671030067,HC3,0.271665988154,0.0388221682391,0.179865467977,-0.0117896812275,0.115923887241,-0.0240229485436,0.128157154557,0.0329412882504,0.113968811854,-0.0021164944484,0.106250700462,-0.0124966355684,0.116630841582,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,military_conflict,0,87,2019-01-01,2026-03-01,0.109744180594,HC3,0.831104654562,0.0586041564526,0.0611188375929,0.0133489212988,0.20613943989,-0.00511785539719,0.224606216586,0.0484986476642,0.0236461890026,0.0299710040816,0.189517357107,0.0146885778736,0.204799783315,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,military_conflict,12,213,1990-04-01,2007-12-01,0.132530876295,HC3,0.384806455486,0.0931056764624,0.154606987885,-0.0206143333242,0.285676085914,-0.0499528963278,0.315014648917,0.0748799384939,0.0767418579955,0.00936433787718,0.255697414712,-0.0142311063179,0.279292858907,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,military_conflict,12,212,2008-01-01,2025-08-01,-0.0126431802932,HC3,0.666325467046,0.0458561004935,0.782767550844,-0.0880697535078,0.0627833929213,-0.102519485732,0.0772331251454,0.0431321097585,0.76942517974,-0.0835891874676,0.0583028268811,-0.0971805619972,0.0718942014107,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,military_conflict,12,261,1990-04-01,2011-12-01,0.116816748825,HC3,0.335352775189,0.0788235582829,0.138339500167,-0.0128364669055,0.246469964556,-0.0376745865424,0.271308084193,0.0658365493023,0.0760061095479,0.00852526191951,0.225108235731,-0.0122205166735,0.245854014324,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,military_conflict,12,164,2012-01-01,2025-08-01,-0.0334754317231,HC3,0.710724981834,0.0509546655846,0.511203423529,-0.11728839822,0.0503375347738,-0.133344741113,0.0663938776669,0.047392088407,0.479970112041,-0.111428480228,0.044477616782,-0.126362218153,0.0594113547068,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,military_conflict,12,345,1990-04-01,2018-12-01,0.0916876750589,HC3,0.271665988154,0.0737902849601,0.214035920756,-0.0296865427915,0.213061892909,-0.0529386258718,0.23631397599,0.0626657916946,0.143434101213,-0.0113883796956,0.194763729813,-0.0311350197251,0.214510369843,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,military_conflict,12,80,2019-01-01,2025-08-01,0.000201625739995,HC3,0.839809488856,0.0880781330641,0.998173508919,-0.144674010886,0.145077262366,-0.172428342891,0.172831594371,0.0740088714921,0.997826289433,-0.12153213496,0.12193538644,-0.144853096921,0.145256348401,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,military_conflict,24,213,1990-04-01,2007-12-01,0.133707957165,HC3,0.384806455486,0.0717132070882,0.0622540990863,0.0157502283859,0.251665685945,-0.0068473459435,0.274263260274,0.0602521357282,0.0264771645886,0.0346020131813,0.232813901149,0.0156159411465,0.251799973184,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,military_conflict,24,200,2008-01-01,2024-08-01,0.0254366998902,HC3,0.674984488889,0.0743991491523,0.732429884342,-0.0969390104351,0.147812410216,-0.120382952929,0.171256352709,0.0636820823659,0.68957447532,-0.0793110042612,0.130184404042,-0.0993778880075,0.150251287788,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,military_conflict,24,261,1990-04-01,2011-12-01,0.107793265236,HC3,0.335352775189,0.0567841253236,0.0576566664083,0.0143916907447,0.201194839728,-0.00350157529136,0.219088105764,0.0505560742339,0.0329943034829,0.0246359231684,0.190950607305,0.00870518053832,0.206881349935,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,military_conflict,24,152,2012-01-01,2024-08-01,0.00147893986472,HC3,0.720416113426,0.093806050142,0.987421126898,-0.152818281941,0.155776161671,-0.182377539946,0.185335419675,0.0746623563678,0.984196237858,-0.121329707804,0.124287587533,-0.144856589617,0.147814469347,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,military_conflict,24,345,1990-04-01,2018-12-01,0.102828246155,HC3,0.271665988154,0.0921234490581,0.264336291478,-0.0487013431555,0.254357835466,-0.0777303961305,0.283386888441,0.0796042310452,0.19644599575,-0.0281090620002,0.23376555431,-0.0531931797104,0.258849672021,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,military_conflict,24,68,2019-01-01,2024-08-01,0.0501376310791,HC3,0.852113579328,0.0950097753933,0.597700467034,-0.106139542572,0.206414804731,-0.136078106871,0.236353369029,0.0810814128459,0.536337013433,-0.0832294249189,0.183504687077,-0.108779017915,0.209054280073,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,military_conflict,48,213,1990-04-01,2007-12-01,0.0726198854178,HC3,0.384806455486,0.0670689447534,0.278912880504,-0.0376987116157,0.182938482451,-0.05883283078,0.204072601616,0.0565649590579,0.199200862456,-0.0204211926469,0.165660963482,-0.0382453971226,0.183485167958,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,military_conflict,48,176,2008-01-01,2022-08-01,0.0107752881302,HC3,0.695739689577,0.123417175348,0.930426815113,-0.19222790037,0.21377847663,-0.231117930626,0.252668506887,0.0727848102475,0.882308762899,-0.108945070992,0.130495647253,-0.131880318576,0.153430894837,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,military_conflict,48,261,1990-04-01,2011-12-01,0.0829007871575,HC3,0.335352775189,0.0624816215602,0.184573941367,-0.0198723346836,0.185673908999,-0.0395609407962,0.205362515111,0.0570613889791,0.146269551704,-0.0109568454636,0.176758419779,-0.0289374801493,0.194739054464,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,military_conflict,48,128,2012-01-01,2022-08-01,-0.11720924214,HC3,0.743599551913,0.121317036865,0.333974130712,-0.316758010239,0.0823395259582,-0.354986265107,0.120567780826,0.0732214684678,0.109432373094,-0.23764784012,0.00322935583984,-0.260720683232,0.0263021989519,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,military_conflict,48,345,1990-04-01,2018-12-01,0.091549938795,HC3,0.271665988154,0.108832671512,0.400236438251,-0.087463875672,0.270563753262,-0.121758177709,0.304858055299,0.0910273822233,0.314540342285,-0.058176781007,0.241276658597,-0.0868604519697,0.26996032956,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,military_conflict,48,44,2019-01-01,2022-08-01,-0.0237542856026,HC3,0.870662273069,0.21005689933,0.90996316266,-0.369267138333,0.321758567127,-0.435458242995,0.387949671789,0.0873523169162,0.785670825441,-0.167436060905,0.1199274897,-0.194961680724,0.147453109519,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,diplomatic_tension,0,213,1990-04-01,2007-12-01,-0.049293011089,HC3,0.369534217888,0.0394741103654,0.21175916127,-0.114222144694,0.0156361225162,-0.126660845727,0.0280748235489,0.0374538415872,0.188140389807,-0.110899098267,0.0123130760891,-0.122701191683,0.0241151695047,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,diplomatic_tension,0,219,2008-01-01,2026-03-01,0.00060874389173,HC3,0.662834536391,0.0468896369101,0.989641768605,-0.0765178454462,0.0777353332297,-0.0912932557001,0.0925107434836,0.0428603837435,0.988668066383,-0.0698903137613,0.0711078015448,-0.0833960646091,0.0846135523926,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,diplomatic_tension,0,261,1990-04-01,2011-12-01,-0.0294210163084,HC3,0.323857472706,0.0331179317537,0.374341119449,-0.0838951664706,0.0250531338538,-0.0943309697881,0.0354889371713,0.0318496820963,0.355618578252,-0.0818090814217,0.0229670488049,-0.0918452461361,0.0330032135193,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,diplomatic_tension,0,171,2012-01-01,2026-03-01,-0.00493333094609,HC3,0.71080335084,0.0559683568576,0.929761428858,-0.0969930857178,0.0871264238256,-0.114629294661,0.104762632769,0.0500453806082,0.921474014009,-0.0872506567517,0.0773839948595,-0.103020474531,0.0931538126387,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,diplomatic_tension,0,345,1990-04-01,2018-12-01,-0.0134522003011,HC3,0.267063508937,0.0319838761994,0.674052172351,-0.0660609950717,0.0391565944695,-0.076139445738,0.0492350451357,0.0308385562186,0.662681698576,-0.0641771113472,0.0372727107449,-0.0738946598247,0.0469902592225,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,diplomatic_tension,0,87,2019-01-01,2026-03-01,-0.0467220483479,HC3,0.821572513525,0.0748345505934,0.532405679591,-0.169813930313,0.076369833617,-0.19339507231,0.0999509756144,0.0628677142899,0.457372513433,-0.150130236216,0.05668613952,-0.169940504146,0.0764964074506,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,diplomatic_tension,12,213,1990-04-01,2007-12-01,-0.198437680237,HC3,0.369534217888,0.118898716686,0.0951245104906,-0.394008665617,-0.00286669485633,-0.431474882749,0.0345995222753,0.114868533022,0.0840743288466,-0.3873796034,-0.0094957570734,-0.423575867916,0.0267005074427,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,diplomatic_tension,12,212,2008-01-01,2025-08-01,-0.0359389373711,HC3,0.678739656222,0.0922549091969,0.69686101372,-0.187684759368,0.115806884626,-0.216755236794,0.144877362052,0.0884975292804,0.684668372488,-0.181504419384,0.109626544642,-0.209390907481,0.137513032739,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,diplomatic_tension,12,261,1990-04-01,2011-12-01,-0.0753932507721,HC3,0.323857472706,0.101672504905,0.458371921059,-0.242629639227,0.0918431376824,-0.274667698604,0.12388119706,0.0992093244035,0.447289746711,-0.238578067845,0.0877915663004,-0.269839953534,0.119053451989,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,diplomatic_tension,12,164,2012-01-01,2025-08-01,-0.101751904218,HC3,0.728838299857,0.0993866024224,0.305930222608,-0.265228317683,0.0617245092465,-0.296546065512,0.0930422570754,0.0925027013959,0.27133714918,-0.253905308112,0.0504014996755,-0.283053867427,0.0795500589903,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,diplomatic_tension,12,345,1990-04-01,2018-12-01,-0.114421417955,HC3,0.267063508937,0.0896611187768,0.201900996836,-0.261900834371,0.0330579984619,-0.290153981571,0.0613111456614,0.0875790012359,0.191384702264,-0.258476055782,0.0296332198731,-0.286073106179,0.0572302702698,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,diplomatic_tension,12,80,2019-01-01,2025-08-01,-0.322703976977,HC3,0.840583422419,0.133873479117,0.0159300333912,-0.542906254656,-0.102501699298,-0.585091174532,-0.0603167794222,0.121707693257,0.00801428571473,-0.522895317659,-0.122512636296,-0.561246672402,-0.0841612815527,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,diplomatic_tension,24,213,1990-04-01,2007-12-01,-0.269918585748,HC3,0.369534217888,0.134337982745,0.044510632354,-0.490884903904,-0.0489522675928,-0.533216193684,-0.00662097781224,0.130233024009,0.0382112231181,-0.484132847639,-0.0557043238574,-0.525170622405,-0.014666549092,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,diplomatic_tension,24,200,2008-01-01,2024-08-01,-0.160164314327,HC3,0.687718313322,0.115540717051,0.165681158872,-0.350211881829,0.0298832531755,-0.386619958495,0.0662913298416,0.111856193449,0.152179016384,-0.344151379818,0.0238227511647,-0.379398424934,0.0590697962809,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,diplomatic_tension,24,261,1990-04-01,2011-12-01,-0.118328866524,HC3,0.323857472706,0.11240854497,0.292493227357,-0.303224469419,0.0665667363702,-0.33864556622,0.101987833172,0.110067557021,0.282349336088,-0.2993738869,0.0627161538512,-0.334057314151,0.0973995811029,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,diplomatic_tension,24,152,2012-01-01,2024-08-01,-0.255668107147,HC3,0.739503092981,0.118589444258,0.0310907340566,-0.450730384654,-0.0606058296414,-0.48809914684,-0.023237067455,0.114506838729,0.0255637279038,-0.444015096142,-0.067321118153,-0.48009738704,-0.0312388272547,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,diplomatic_tension,24,345,1990-04-01,2018-12-01,-0.336608103226,HC3,0.267063508937,0.124904552343,0.00704049795619,-0.54205780917,-0.131158397282,-0.581416527323,-0.0917996791289,0.12134532042,0.0055377030453,-0.536203393632,-0.13701281282,-0.574440560941,-0.0987756455108,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,diplomatic_tension,24,68,2019-01-01,2024-08-01,-0.0902567868007,HC3,0.858994246807,0.0789536492205,0.252971466417,-0.220123983082,0.0396104094806,-0.245003095721,0.0644895221194,0.0740910281815,0.223152613792,-0.21212568323,0.0316121096282,-0.235472533614,0.0549589600126,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,diplomatic_tension,48,213,1990-04-01,2007-12-01,-0.097473075886,HC3,0.369534217888,0.102593881913,0.342068234369,-0.266224994653,0.0712788428814,-0.298553389469,0.103607237697,0.100176308742,0.330545723868,-0.262248440655,0.0673022888827,-0.293815033124,0.0988688813522,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,diplomatic_tension,48,176,2008-01-01,2022-08-01,0.0482304928188,HC3,0.707322071923,0.138741270527,0.728118804264,-0.179978589215,0.276439574853,-0.223697400584,0.320158386221,0.132259769486,0.715361578411,-0.16931746872,0.265778454357,-0.210993891977,0.307454877615,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,diplomatic_tension,48,261,1990-04-01,2011-12-01,-0.258689329283,HC3,0.323857472706,0.135209131983,0.0557156223513,-0.481088560422,-0.0362900981445,-0.52369435835,0.00631569978381,0.130673679842,0.0477418560102,-0.473628405518,-0.0437502530479,-0.514805035501,-0.00257362306541,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,diplomatic_tension,48,128,2012-01-01,2022-08-01,0.0823575543631,HC3,0.760276679481,0.0989882308244,0.405412671943,-0.0804635961339,0.24517870486,-0.111655812946,0.276370921672,0.0906671592523,0.363693099028,-0.0667766513784,0.231491760105,-0.0953468123519,0.260061921078,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,diplomatic_tension,48,345,1990-04-01,2018-12-01,-0.283749553373,HC3,0.267063508937,0.120697454415,0.0187272707313,-0.482279199031,-0.0852199077148,-0.520312217052,-0.0471868896941,0.117333292533,0.0155923193414,-0.476745645158,-0.0907534615875,-0.513718580925,-0.0537805258204,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,diplomatic_tension,48,44,2019-01-01,2022-08-01,-0.165301992237,HC3,0.892875925714,0.167696018577,0.324268563038,-0.441137396618,0.110533412145,-0.493980148998,0.163376164525,0.132935963281,0.2136943846,-0.383962193591,0.0533582091175,-0.425851692517,0.0952477080432,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,nuclear_threat,0,213,1990-04-01,2007-12-01,0.0177393208649,HC3,0.373688474181,0.0258328701602,0.492274507066,-0.0247519693126,0.0602306110424,-0.0328921742663,0.0683708159961,0.0229194835717,0.438940064932,-0.0199598748158,0.0554385165456,-0.0271820414798,0.0626606832097,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,nuclear_threat,0,219,2008-01-01,2026-03-01,0.023625639916,HC3,0.659695557826,0.0210153504238,0.26092449677,-0.0109415354503,0.0581928152823,-0.0175636900372,0.0648149698692,0.0187281197929,0.20712651449,-0.00717937585143,0.0544306556834,-0.0130808003763,0.0603320802083,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,nuclear_threat,0,261,1990-04-01,2011-12-01,0.0220214057278,HC3,0.336611467349,0.021779729634,0.311970304182,-0.0138030615548,0.0578458730103,-0.020666079948,0.0647088914035,0.0199066806292,0.268626145998,-0.0107221701057,0.0547649815613,-0.0169949713572,0.0610377828128,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,nuclear_threat,0,171,2012-01-01,2026-03-01,0.0274328028402,HC3,0.706910373006,0.0263290075471,0.297447303819,-0.0158745607177,0.0707401663981,-0.0241711037008,0.0790367093813,0.0230417442033,0.233822546406,-0.0104674936838,0.0653330993643,-0.0177281859392,0.0725937916196,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,nuclear_threat,0,345,1990-04-01,2018-12-01,0.0223824267168,HC3,0.269227964993,0.0158417152957,0.157691307445,-0.00367487614452,0.048439729578,-0.00866676471617,0.0534316181497,0.0151115706653,0.138567949512,-0.00247389510094,0.0472387485345,-0.00723570753699,0.0520005609705,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,nuclear_threat,0,87,2019-01-01,2026-03-01,0.06309776844,HC3,0.806086881569,0.0528805135439,0.232785577887,-0.0238829360577,0.150078472938,-0.04054613359,0.16674167047,0.044133017653,0.152797980371,-0.00949458571481,0.135690122595,-0.0234013566889,0.149596893569,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,nuclear_threat,12,213,1990-04-01,2007-12-01,0.0689114510448,HC3,0.373688474181,0.0709527116651,0.331433414775,-0.0477953740796,0.185618276169,-0.0701533084243,0.207976210514,0.0622213363835,0.26806863837,-0.0334335397793,0.171256441869,-0.0530401273367,0.190863029426,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,nuclear_threat,12,212,2008-01-01,2025-08-01,0.0307939358196,HC3,0.672704837779,0.0607774712289,0.612388525741,-0.0691761081682,0.130763979807,-0.0883277188604,0.1499155905,0.0581657963862,0.5965165131,-0.0648802853307,0.12646815697,-0.0832089302294,0.144796801869,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,nuclear_threat,12,261,1990-04-01,2011-12-01,0.0945223076482,HC3,0.336611467349,0.0643340016489,0.14176678118,-0.0112977083003,0.200342323597,-0.031570018565,0.220614633861,0.0577457810336,0.101657740317,-0.000461049726071,0.189505665022,-0.0186573434368,0.207701958733,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,nuclear_threat,12,164,2012-01-01,2025-08-01,0.0346104860723,HC3,0.721608899546,0.0690196631018,0.616048586272,-0.0789167571118,0.148137729256,-0.100665567832,0.169886539977,0.0641471819042,0.589508760451,-0.0709022387415,0.140123210886,-0.0911156801697,0.160336652314,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,nuclear_threat,12,345,1990-04-01,2018-12-01,0.0970150624032,HC3,0.269227964993,0.0472771516446,0.0401648376157,0.0192510680487,0.174779056758,0.00435354788826,0.189676576918,0.0454986262017,0.0329851864188,0.022176482074,0.171853642732,0.00783939370178,0.186190731105,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,nuclear_threat,12,80,2019-01-01,2025-08-01,0.091975105788,HC3,0.820565885645,0.111953262599,0.411333549923,-0.092171624247,0.276121835823,-0.127449256858,0.311399468434,0.100138191052,0.358366683907,-0.0727375609607,0.256687772537,-0.104292142151,0.288242353728,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,nuclear_threat,24,213,1990-04-01,2007-12-01,0.121085650394,HC3,0.373688474181,0.0533541381614,0.0232397203352,0.0333259027264,0.208845398062,0.0165134611715,0.225657839617,0.0501844502283,0.015829976645,0.0385395754195,0.203631725369,0.0227259353627,0.219445365425,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,nuclear_threat,24,200,2008-01-01,2024-08-01,-0.0252307851206,HC3,0.680811538173,0.0498090020776,0.612470103754,-0.107159302843,0.0566977326016,-0.122854635299,0.0723930650575,0.0484927056391,0.602854059365,-0.104994187872,0.0545326176307,-0.120274741686,0.069813171445,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,nuclear_threat,24,261,1990-04-01,2011-12-01,0.136280581144,HC3,0.336611467349,0.0488373658258,0.00526269937951,0.0559502628344,0.216610899453,0.0405611030253,0.232000059262,0.0466162470793,0.00346168337165,0.0596036780604,0.212957484227,0.0449144157738,0.227646746514,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,nuclear_threat,24,152,2012-01-01,2024-08-01,-0.00686470528431,HC3,0.730991912249,0.0526540113713,0.89627066813,-0.093472846862,0.0797434362934,-0.110064671214,0.0963352606451,0.0508936939623,0.892704207344,-0.0905773823872,0.0768479718186,-0.106614512491,0.0928851019221,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,nuclear_threat,24,345,1990-04-01,2018-12-01,0.128821071832,HC3,0.269227964993,0.0584055527349,0.0274098777188,0.0327524865823,0.224889657083,0.0143482919749,0.24329385169,0.0565042858134,0.0226168217632,0.0358797923739,0.221762351291,0.0180747066659,0.239567436999,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,nuclear_threat,24,68,2019-01-01,2024-08-01,0.0332788773495,HC3,0.830549523628,0.0536715970127,0.535227277873,-0.0550030436611,0.12156079836,-0.0719155197881,0.138473274487,0.0474439799401,0.483031463882,-0.0447595251319,0.111317279831,-0.0597096146163,0.126267369315,Descriptive origin-month split; no independent-subsample difference test
single,pre_2008,lbrent,nuclear_threat,48,213,1990-04-01,2007-12-01,0.0107913712827,HC3,0.373688474181,0.0636087747156,0.865283634334,-0.0938357525141,0.11541849508,-0.113879536261,0.135462278826,0.0591941736028,0.855343673764,-0.0865743798622,0.108157122428,-0.105227077073,0.126809819639,Descriptive origin-month split; no independent-subsample difference test
single,post_2008,lbrent,nuclear_threat,48,176,2008-01-01,2022-08-01,-0.0249208513698,HC3,0.702631296266,0.057945462399,0.667141629484,-0.120232655362,0.0703909526226,-0.138491870739,0.0886501679998,0.0552722598256,0.652080017958,-0.115835628414,0.0659939256742,-0.133252489972,0.0834107872326,Descriptive origin-month split; no independent-subsample difference test
single,pre_2012,lbrent,nuclear_threat,48,261,1990-04-01,2011-12-01,0.0130973989123,HC3,0.336611467349,0.0740669549009,0.859640446693,-0.108731900494,0.134926698318,-0.132071165138,0.158265962963,0.0696423887521,0.850824537279,-0.101454136816,0.127648934641,-0.123399174839,0.149593972664,Descriptive origin-month split; no independent-subsample difference test
single,post_2012,lbrent,nuclear_threat,48,128,2012-01-01,2022-08-01,-0.00909340718465,HC3,0.755533848171,0.0504045406106,0.856831887695,-0.0920014986228,0.0738146842535,-0.107884491439,0.0896976770694,0.0467432641091,0.845753537667,-0.0859792346901,0.0677924203208,-0.100708521358,0.0825217069891,Descriptive origin-month split; no independent-subsample difference test
single,pre_2019,lbrent,nuclear_threat,48,345,1990-04-01,2018-12-01,-0.000894746455561,HC3,0.269227964993,0.0603977186663,0.988180376893,-0.100240153063,0.0984506601523,-0.11927209979,0.117482606879,0.0588957465238,0.987878973194,-0.0977696287372,0.0959801358261,-0.116328288485,0.114538795574,Descriptive origin-month split; no independent-subsample difference test
single,post_2019,lbrent,nuclear_threat,48,44,2019-01-01,2022-08-01,0.0632533348386,HC3,0.863920910143,0.106068949219,0.550946995622,-0.111214560991,0.237721230668,-0.144637985508,0.271144655185,0.0829318198212,0.445633441253,-0.073157369784,0.199664039461,-0.0992900451833,0.225796714861,Descriptive origin-month split; no independent-subsample difference test
