model,outcome,event,horizon,beta,block_length,draws,seed,multiplier_se,critical90,critical95,sim90_low,sim90_high,sim95_low,sim95_high
joint,lwip,diplomatic_tension,5,7.81819559339e-05,1,1999,20261020,0.0069043016165,2.61102720204,2.86340560435,-0.0179491373758,0.0181055012877,-0.0196916339869,0.0198479978987
joint,lwip,diplomatic_tension,6,-0.00265260300287,1,1999,20261020,0.00726840324801,2.61102720204,2.86340560435,-0.0216306015988,0.0163253955931,-0.0234649895979,0.0181597835922
joint,lwip,diplomatic_tension,7,-4.61228816002e-05,1,1999,20261020,0.00882374327595,2.61102720204,2.86340560435,-0.0230851565989,0.0229929108357,-0.0253120788293,0.0252198330661
joint,lwip,diplomatic_tension,8,-0.00722802283068,1,1999,20261020,0.0114117312056,2.61102720204,2.86340560435,-0.0370243634307,0.0225683177694,-0.03990443792,0.0254483922586
joint,lwip,diplomatic_tension,9,-0.00818148961832,1,1999,20261020,0.0109577830924,2.61102720204,2.86340560435,-0.0367925593466,0.02042958011,-0.0395580671363,0.0231950878997
joint,lwip,diplomatic_tension,10,-0.00861245955872,1,1999,20261020,0.0100759291703,2.61102720204,2.86340560435,-0.0349209847082,0.0176960655908,-0.037463931614,0.0202390124966
joint,lwip,diplomatic_tension,11,-0.00822686719618,1,1999,20261020,0.00934318285536,2.61102720204,2.86340560435,-0.0326221717852,0.0161684373928,-0.0349801893467,0.0185264549543
joint,lwip,diplomatic_tension,12,-0.00620537004588,1,1999,20261020,0.00906058744656,2.61102720204,2.86340560435,-0.0298628103353,0.0174520702435,-0.032149506919,0.0197387668273
joint,lwip,diplomatic_tension,13,-0.00835216222468,1,1999,20261020,0.00888769572721,2.61102720204,2.86340560435,-0.0315581775319,0.0148538530825,-0.0338012399797,0.0170969155303
joint,lwip,diplomatic_tension,14,-0.00845224393787,1,1999,20261020,0.00912662836022,2.61102720204,2.86340560435,-0.0322821188493,0.0153776309735,-0.0345854827333,0.0176809948576
joint,lwip,diplomatic_tension,15,-0.0102228584335,1,1999,20261020,0.00970512107322,2.61102720204,2.86340560435,-0.0355631935547,0.0151174766878,-0.0380125565054,0.0175668396385
joint,lwip,diplomatic_tension,16,-0.0163721585169,1,1999,20261020,0.012129741808,2.61102720204,2.86340560435,-0.0480432443312,0.0152989272975,-0.0511045291891,0.0183602121554
joint,lwip,diplomatic_tension,17,-0.00780900929481,1,1999,20261020,0.0144018788486,2.61102720204,2.86340560435,-0.045412706729,0.0297946881394,-0.0490474299031,0.0334294113135
joint,lwip,diplomatic_tension,18,-0.0127178709335,1,1999,20261020,0.0150061842778,2.61102720204,2.86340560435,-0.0518994262817,0.0264636844146,-0.0556866630945,0.0302509212274
joint,lwip,diplomatic_tension,19,-0.0169990715845,1,1999,20261020,0.0137751031487,2.61102720204,2.86340560435,-0.0529662406166,0.0189680974476,-0.056442779141,0.022444635972
joint,lwip,diplomatic_tension,20,-0.0119973924917,1,1999,20261020,0.015870903897,2.61102720204,2.86340560435,-0.0534367542878,0.0294419693043,-0.0574422276565,0.033447442673
joint,lwip,diplomatic_tension,21,-0.0124015621394,1,1999,20261020,0.0151898638528,2.61102720204,2.86340560435,-0.0520627098543,0.0272595855755,-0.0558963034248,0.031093179146
joint,lwip,diplomatic_tension,22,-0.0147786914363,1,1999,20261020,0.0131546858984,2.61102720204,2.86340560435,-0.0491259341513,0.0195685512788,-0.0524458927613,0.0228885098887
joint,lwip,diplomatic_tension,23,-0.0199234151389,1,1999,20261020,0.0132872796553,2.61102720204,2.86340560435,-0.05461686376,0.0147700334822,-0.0579702861705,0.0181234558927
joint,lwip,diplomatic_tension,24,-0.0175392329965,1,1999,20261020,0.0127930622516,2.61102720204,2.86340560435,-0.0509422665329,0.0158638005399,-0.0541709591446,0.0190924931517
joint,lwip,diplomatic_tension,25,-0.022067730706,1,1999,20261020,0.0128475122202,2.61102720204,2.86340560435,-0.0556129345916,0.0114774731795,-0.0588553691994,0.0147199077873
joint,lwip,diplomatic_tension,26,-0.0219789117551,1,1999,20261020,0.0118642381125,2.61102720204,2.86340560435,-0.0529567601983,0.00899893668817,-0.0559510376577,0.0119932141476
joint,lwip,diplomatic_tension,27,-0.0217904186941,1,1999,20261020,0.0109219278748,2.61102720204,2.86340560435,-0.0503078694738,0.00672703208559,-0.053064328181,0.00948349079276
joint,lwip,diplomatic_tension,28,-0.0200702415851,1,1999,20261020,0.010635864502,2.61102720204,2.86340560435,-0.0478407731169,0.00770028994677,-0.0505250356071,0.010384552437
joint,lwip,diplomatic_tension,29,-0.0171503631573,1,1999,20261020,0.0105744634808,2.61102720204,2.86340560435,-0.0447605749526,0.010459848638,-0.0474293411511,0.0131286148366
joint,lwip,diplomatic_tension,30,-0.0157940439371,1,1999,20261020,0.0107126931794,2.61102720204,2.86340560435,-0.0437651772355,0.0121770893613,-0.0464688296246,0.0148807417503
joint,lwip,diplomatic_tension,31,-0.0160969640686,1,1999,20261020,0.0108970274619,2.61102720204,2.86340560435,-0.0445493991929,0.0123554710557,-0.0472995735736,0.0151056454364
joint,lwip,diplomatic_tension,32,-0.0142837622202,1,1999,20261020,0.0118253960462,2.61102720204,2.86340560435,-0.0451601929716,0.0165926685313,-0.0481446675324,0.0195771430921
joint,lwip,diplomatic_tension,33,-0.0129720724102,1,1999,20261020,0.01190819329,2.61102720204,2.86340560435,-0.0440646890174,0.0181205441971,-0.0470700598143,0.021125914994
joint,lwip,diplomatic_tension,34,-0.0114244571983,1,1999,20261020,0.0116030337693,2.61102720204,2.86340560435,-0.0417202939961,0.0188713795995,-0.0446486491207,0.0217997347241
joint,lwip,diplomatic_tension,35,-0.0150593291035,1,1999,20261020,0.0125830705719,2.61102720204,2.86340560435,-0.047914068652,0.017795410445,-0.0510897638991,0.0209711056921
joint,lwip,diplomatic_tension,36,-0.0177213015418,1,1999,20261020,0.0126227770357,2.61102720204,2.86340560435,-0.0506797157473,0.0152371126636,-0.0538654320483,0.0184228289646
joint,lwip,diplomatic_tension,37,-0.0130313708976,1,1999,20261020,0.0129886884499,2.61102720204,2.86340560435,-0.0469451897591,0.0208824479638,-0.0502232541981,0.0241605124029
joint,lwip,diplomatic_tension,38,-0.0111148224032,1,1999,20261020,0.0127264843469,2.61102720204,2.86340560435,-0.0443440192193,0.022114374413,-0.0475559090058,0.0253262641995
joint,lwip,diplomatic_tension,39,-0.014457847564,1,1999,20261020,0.0124970340855,2.61102720204,2.86340560435,-0.0470879435061,0.0181722483781,-0.0502419250022,0.0213262298742
joint,lwip,diplomatic_tension,40,-0.0173616577583,1,1999,20261020,0.0135124277924,2.61102720204,2.86340560435,-0.0526429742898,0.0179196587731,-0.0560532192274,0.0213299037107
joint,lwip,diplomatic_tension,41,-0.0159810551603,1,1999,20261020,0.0138309031275,2.61102720204,2.86340560435,-0.0520939194549,0.0201318091343,-0.0555845406887,0.0236224303681
joint,lwip,diplomatic_tension,42,-0.0130271773406,1,1999,20261020,0.0129152502214,2.61102720204,2.86340560435,-0.0467492469897,0.0206948923086,-0.050008777206,0.0239544225249
joint,lwip,diplomatic_tension,43,-0.00775080242475,1,1999,20261020,0.0119637427543,2.61102720204,2.86340560435,-0.0389884601944,0.0234868553449,-0.0420078504764,0.0265062456269
joint,lwip,diplomatic_tension,44,-0.00342700590949,1,1999,20261020,0.0116205448806,2.61102720204,2.86340560435,-0.0337685646952,0.0269145528762,-0.0367013392461,0.0298473274272
joint,lwip,diplomatic_tension,45,-0.00225190820701,1,1999,20261020,0.011393685626,2.61102720204,2.86340560435,-0.032001131308,0.027497314894,-0.0348766514828,0.0303728350687
joint,lwip,diplomatic_tension,46,-0.00241379175756,1,1999,20261020,0.0109986227232,2.61102720204,2.86340560435,-0.0311314948727,0.0263039113576,-0.0339073097032,0.029079726188
joint,lwip,diplomatic_tension,47,0.00461619328666,1,1999,20261020,0.0114206923099,2.61102720204,2.86340560435,-0.0252035450006,0.0344359315739,-0.0280858810791,0.0373182676524
joint,lwip,diplomatic_tension,48,0.00485237844187,1,1999,20261020,0.011556088315,2.61102720204,2.86340560435,-0.0253208824977,0.0350256393814,-0.0282373896035,0.0379421464873
joint,lwip,nuclear_threat,0,-0.000216107815242,1,1999,20261020,0.00100815096234,2.52876685438,2.80248950376,-0.00276548655301,0.00233327092252,-0.00304144030539,0.00260922467491
joint,lwip,nuclear_threat,1,0.000525466226055,1,1999,20261020,0.00154431219623,2.52876685438,2.80248950376,-0.00337973926859,0.0044306717207,-0.00380245249441,0.00485338494652
joint,lwip,nuclear_threat,2,0.000593556264337,1,1999,20261020,0.00197219145759,2.52876685438,2.80248950376,-0.0043936561241,0.00558076865278,-0.00493348959496,0.00612060212363
joint,lwip,nuclear_threat,3,0.00108269953156,1,1999,20261020,0.0023437031817,2.52876685438,2.80248950376,-0.00484397939083,0.00700937845394,-0.00548550403508,0.00765090309819
joint,lwip,nuclear_threat,4,0.00163297813483,1,1999,20261020,0.00259543292918,2.52876685438,2.80248950376,-0.00493026662926,0.00819622289892,-0.00564069540692,0.00890665167658
joint,lwip,nuclear_threat,5,0.00172688983899,1,1999,20261020,0.00281255165876,2.52876685438,2.80248950376,-0.00538539757192,0.0088391772499,-0.00615525666347,0.00960903634145
joint,lwip,nuclear_threat,6,0.00108941358565,1,1999,20261020,0.00317917000373,2.52876685438,2.80248950376,-0.00694996614423,0.00912879331553,-0.00782017698048,0.00999900415177
joint,lwip,nuclear_threat,7,0.00158233163637,1,1999,20261020,0.00346726262669,2.52876685438,2.80248950376,-0.00718556716944,0.0103502304422,-0.00813463548171,0.0112992987544
joint,lwip,nuclear_threat,8,0.00194978848863,1,1999,20261020,0.00361475654145,2.52876685438,2.80248950376,-0.00719108804003,0.0110906650173,-0.00818052877742,0.0120801057547
joint,lwip,nuclear_threat,9,0.00170761684779,1,1999,20261020,0.00381446110882,2.52876685438,2.80248950376,-0.00793826597152,0.0113534996671,-0.00898237037217,0.0123976040677
joint,lwip,nuclear_threat,10,0.00155531889566,1,1999,20261020,0.0041367762322,2.52876685438,2.80248950376,-0.00890562372432,0.0120162615156,-0.0100379530745,0.0131485908658
joint,lwip,nuclear_threat,11,0.00221469303627,1,1999,20261020,0.00455558239724,2.52876685438,2.80248950376,-0.00930531273227,0.0137346988048,-0.0105522788155,0.014981664888
joint,lwip,nuclear_threat,12,0.00608452620664,1,1999,20261020,0.00476680801946,2.52876685438,2.80248950376,-0.00596961991417,0.0181386723274,-0.00727440323434,0.0194434556476
joint,lwip,nuclear_threat,13,0.00483643732054,1,1999,20261020,0.00459041063608,2.52876685438,2.80248950376,-0.00677164094396,0.016444515585,-0.00802814030501,0.0177010149461
joint,lwip,nuclear_threat,14,0.00582912501797,1,1999,20261020,0.00450239291591,2.52876685438,2.80248950376,-0.00555637695319,0.0172146269891,-0.00678878387068,0.0184470339066
joint,lwip,nuclear_threat,15,0.00641654295121,1,1999,20261020,0.00454645316228,2.52876685438,2.80248950376,-0.00508037711055,0.017913463013,-0.0063248443154,0.0191579302178
joint,lwip,nuclear_threat,16,0.00779182041605,1,1999,20261020,0.00452112207665,2.52876685438,2.80248950376,-0.00364104323598,0.0192246840681,-0.00487857674896,0.0204622175811
joint,lwip,nuclear_threat,17,0.00793678037368,1,1999,20261020,0.00455159438006,2.52876685438,2.80248950376,-0.0035731406292,0.0194467013766,-0.00481901510181,0.0206925758492
joint,lwip,nuclear_threat,18,0.00848858018841,1,1999,20261020,0.00444194071882,2.52876685438,2.80248950376,-0.00274405227047,0.0197212126473,-0.00395991205241,0.0209370724292
joint,lwip,nuclear_threat,19,0.00929768354494,1,1999,20261020,0.00439831899265,2.52876685438,2.80248950376,-0.00182463973867,0.0204200068286,-0.00302855926615,0.021623926356
joint,lwip,nuclear_threat,20,0.0101247230667,1,1999,20261020,0.0045552222089,2.52876685438,2.80248950376,-0.00139437186948,0.0216438180029,-0.00264123936101,0.0228906854944
joint,lwip,nuclear_threat,21,0.0118808952417,1,1999,20261020,0.00461681503663,2.52876685438,2.80248950376,0.000206046404227,0.0235557440791,-0.00105768043929,0.0248194709226
joint,lwip,nuclear_threat,22,0.0101680094734,1,1999,20261020,0.00463728105285,2.52876685438,2.80248950376,-0.00155859314753,0.0218946120942,-0.00282792200323,0.0231639409499
joint,lwip,nuclear_threat,23,0.00929739520414,1,1999,20261020,0.00481450666327,2.52876685438,2.80248950376,-0.00287736966614,0.0214721600744,-0.00419520918547,0.0227899995937
joint,lwip,nuclear_threat,24,0.0098226540071,1,1999,20261020,0.00529561515395,2.52876685438,2.80248950376,-0.00356872206775,0.023214030082,-0.00501825187778,0.024663559892
joint,lwip,nuclear_threat,25,0.00832317320165,1,1999,20261020,0.00589069135019,2.52876685438,2.80248950376,-0.00657301183408,0.0232193582374,-0.00818542747713,0.0248317738804
joint,lwip,nuclear_threat,26,0.00750266947559,1,1999,20261020,0.0066811432042,2.52876685438,2.80248950376,-0.00939238400855,0.0243977229597,-0.0112211642273,0.0262265031785
joint,lwip,nuclear_threat,27,0.00616942614116,1,1999,20261020,0.00715405694801,2.52876685438,2.80248950376,-0.0119215159433,0.0242603682256,-0.0138797433649,0.0262185956472
joint,lwip,nuclear_threat,28,0.00715226137758,1,1999,20261020,0.00733849953147,2.52876685438,2.80248950376,-0.0114050929985,0.0257096157537,-0.0134138065327,0.0277183292879
joint,lwip,nuclear_threat,29,0.00353574891958,1,1999,20261020,0.00795840462185,2.52876685438,2.80248950376,-0.0165892009019,0.0236606987411,-0.0187675964998,0.025839094339
joint,lwip,nuclear_threat,30,0.00340563133725,1,1999,20261020,0.0078314846185,2.52876685438,2.80248950376,-0.0163983673866,0.0232096300611,-0.0185420221049,0.0253532847794
joint,lwip,nuclear_threat,31,0.00619657079726,1,1999,20261020,0.00896925277656,2.52876685438,2.80248950376,-0.0164845783327,0.0288777199272,-0.0189396659656,0.0313328075601
joint,lwip,nuclear_threat,32,0.00220922860482,1,1999,20261020,0.0110601586764,2.52876685438,2.80248950376,-0.0257593340603,0.03017779127,-0.0287867499958,0.0332052072054
joint,lwip,nuclear_threat,33,-0.00129165446482,1,1999,20261020,0.0104005598188,2.52876685438,2.80248950376,-0.0275922454017,0.0250089364721,-0.0304391141903,0.0278558052607
joint,lwip,nuclear_threat,34,-0.000291057364823,1,1999,20261020,0.00872477651681,2.52876685438,2.80248950376,-0.0223539830324,0.0217718683028,-0.0247421519758,0.0241600372462
joint,lwip,nuclear_threat,35,0.00324089915192,1,1999,20261020,0.00822433011316,2.52876685438,2.80248950376,-0.0175565142377,0.0240383125416,-0.0198076996657,0.0262894979695
joint,lwip,nuclear_threat,36,0.00132101397887,1,1999,20261020,0.00819671458918,2.52876685438,2.80248950376,-0.0194065661891,0.0220485941468,-0.0216501926226,0.0242922205803
joint,lwip,nuclear_threat,37,0.0007661483551,1,1999,20261020,0.00749795016482,2.52876685438,2.80248950376,-0.0181944194975,0.0197267162077,-0.0202467782815,0.0217790749917
joint,lwip,nuclear_threat,38,0.000997736397972,1,1999,20261020,0.0069003548186,2.52876685438,2.80248950376,-0.0164516521508,0.0184471249467,-0.0183404355534,0.0203359083493
joint,lwip,nuclear_threat,39,0.00346221955592,1,1999,20261020,0.00653559400266,2.52876685438,2.80248950376,-0.0130647739317,0.0199892130435,-0.0148537140374,0.0217781531492
joint,lwip,nuclear_threat,40,0.0013596989525,1,1999,20261020,0.00665790246192,2.52876685438,2.80248950376,-0.0154765841129,0.0181959820179,-0.0172990028141,0.0200184007191
joint,lwip,nuclear_threat,41,0.00286543250936,1,1999,20261020,0.00690088490397,2.52876685438,2.80248950376,-0.0145852965017,0.0203161615204,-0.0164742250007,0.0222050900194
joint,lwip,nuclear_threat,42,0.00388589699426,1,1999,20261020,0.00728080948714,2.52876685438,2.80248950376,-0.0145255727099,0.0222973666984,-0.0165184951723,0.0242902891608
joint,lwip,nuclear_threat,43,0.000999281061439,1,1999,20261020,0.00755161466532,2.52876685438,2.80248950376,-0.0180969918013,0.0200955539242,-0.0201640397746,0.0221626018974
joint,lwip,nuclear_threat,44,0.00188090374761,1,1999,20261020,0.00728879170677,2.52876685438,2.80248950376,-0.016550751129,0.0203125586242,-0.0185458585057,0.0223076660009
joint,lwip,nuclear_threat,45,0.00214682535384,1,1999,20261020,0.00699919424713,2.52876685438,2.80248950376,-0.0155525050657,0.0198461557733,-0.0174683430585,0.0217619937662
joint,lwip,nuclear_threat,46,0.00217343040973,1,1999,20261020,0.00659767767694,2.52876685438,2.80248950376,-0.0145105582156,0.0188574190351,-0.0163164920291,0.0206633528485
joint,lwip,nuclear_threat,47,0.00414923365011,1,1999,20261020,0.00660157007765,2.52876685438,2.80248950376,-0.0125445979491,0.0208430652493,-0.0143515972008,0.022650064501
joint,lwip,nuclear_threat,48,0.00250749557995,1,1999,20261020,0.00655182131715,2.52876685438,2.80248950376,-0.0140605330027,0.0190755241626,-0.0158539148919,0.0208689060518
joint,lwip,military_conflict,0,-0.00169718802871,6,1999,20261025,0.00202876947043,2.58527091752,2.83885553082,-0.00694210673897,0.00354773068155,-0.0074565714606,0.00406219540319
joint,lwip,military_conflict,1,-0.00059618605789,6,1999,20261025,0.00172805643353,2.58527091752,2.83885553082,-0.00506368009934,0.00387130798356,-0.0055018886218,0.00430951650602
joint,lwip,military_conflict,2,-0.00177337126148,6,1999,20261025,0.00244594977467,2.58527091752,2.83885553082,-0.00809681407965,0.0045500715567,-0.00871706930742,0.00517032678446
joint,lwip,military_conflict,3,-0.00452167370692,6,1999,20261025,0.0023567303674,2.58527091752,2.83885553082,-0.0106144601862,0.00157111277236,-0.0112120907451,0.00216874333124
joint,lwip,military_conflict,4,-0.00397732930521,6,1999,20261025,0.00285530260195,2.58527091752,2.83885553082,-0.0113590600828,0.00340440147233,-0.0120831208889,0.00412846227851
joint,lwip,military_conflict,5,-0.00384471426494,6,1999,20261025,0.00311420243738,2.58527091752,2.83885553082,-0.0118957712576,0.00420634272769,-0.0126854850784,0.00499605654851
joint,lwip,military_conflict,6,-0.0035344874908,6,1999,20261025,0.00318081172764,2.58527091752,2.83885553082,-0.0117577475444,0.00468877256278,-0.0125643524563,0.00549537747472
