model,specification,outcome,event,horizon,n,origin_start,origin_end,beta,primary_covariance,maximum_leverage,hc3_se,hc3_p,hc3_90_low,hc3_90_high,hc3_95_low,hc3_95_high,hc1_se,hc1_p,hc1_90_low,hc1_90_high,hc1_95_low,hc1_95_high
joint,mechanism_lag_augmented,lwip,military_conflict,21,414,1990-04-01,2024-09-01,0.00181773739961,HC3,0.557045717113,0.00551317839381,0.741620830699,-0.00725063407748,0.0108861088767,-0.00898789369261,0.0126233684918,0.00508189735898,0.720576269897,-0.0065412399031,0.0101767147023,-0.00814259839711,0.0117780731963
joint,mechanism_lag_augmented,lwip,diplomatic_tension,21,414,1990-04-01,2024-09-01,-0.0124015621394,HC3,0.557045717113,0.0149551935641,0.406964172559,-0.0370006665151,0.0121975422363,-0.0417132029069,0.0169100786281,0.014217688381,0.383064970561,-0.0357875784398,0.010984454161,-0.0402677193096,0.0154645950309
joint,mechanism_lag_augmented,lwip,nuclear_threat,21,414,1990-04-01,2024-09-01,0.0118808952417,HC3,0.557045717113,0.00463014682548,0.0102882768594,0.00426498144247,0.0194968090409,0.0028059742206,0.0209558162627,0.00442027194894,0.00719201592781,0.00461019489436,0.019151595589,0.00321732141989,0.0205444690635
joint,mechanism_lag_augmented,lwip,military_conflict,22,413,1990-04-01,2024-08-01,0.00208901602926,HC3,0.557117763272,0.00572539628975,0.715209663788,-0.00732842282367,0.0115064548822,-0.00913255449586,0.0133105865544,0.00529847827956,0.693383799881,-0.0066262051862,0.0108042372447,-0.00829581057154,0.0124738426301
joint,mechanism_lag_augmented,lwip,diplomatic_tension,22,413,1990-04-01,2024-08-01,-0.0147786914363,HC3,0.557117763272,0.013063203278,0.257919517784,-0.0362657487276,0.00670836585507,-0.0403820993838,0.0108247165112,0.0125072705445,0.237361261803,-0.0353513207547,0.00579393788218,-0.0392924912485,0.00973510837593
joint,mechanism_lag_augmented,lwip,nuclear_threat,22,413,1990-04-01,2024-08-01,0.0101680094734,HC3,0.557117763272,0.00462670397183,0.0279719996359,0.00255775866447,0.0177782602822,0.00109983632145,0.0192361826253,0.00443570315368,0.0218877250923,0.00287192705295,0.0174640918938,0.00147419104603,0.0188618279007
joint,mechanism_lag_augmented,lwip,military_conflict,23,412,1990-04-01,2024-07-01,-0.000487395758051,HC3,0.557125748018,0.00571722697784,0.932062340874,-0.00989139728866,0.00891660577256,-0.0116929547261,0.01071816321,0.00527889197357,0.926436506475,-0.00917040036706,0.00819560885096,-0.0108338339045,0.00985904238842
joint,mechanism_lag_augmented,lwip,diplomatic_tension,23,412,1990-04-01,2024-07-01,-0.0199234151389,HC3,0.557125748018,0.0131599329714,0.130039781546,-0.0415695786174,0.0017227483396,-0.0457164098019,0.00586957952407,0.0126535968491,0.115365933745,-0.0407367298101,0.000889899532325,-0.044724009238,0.00487717896023
joint,mechanism_lag_augmented,lwip,nuclear_threat,23,412,1990-04-01,2024-07-01,0.00929739520414,HC3,0.557125748018,0.00478996472954,0.0522564120269,0.00141860434579,0.0171761860625,-9.07631529757e-05,0.0186855535612,0.00461508512405,0.0439501060101,0.00170625569915,0.0168885347091,0.000251994575411,0.0183427958329
joint,mechanism_lag_augmented,lwip,military_conflict,24,411,1990-04-01,2024-06-01,-0.00133311560896,HC3,0.55727985098,0.0057488359675,0.816621014817,-0.0107891093009,0.00812287808293,-0.0126006270583,0.00993439584037,0.00532076167565,0.802162221551,-0.0100849897493,0.00741875853138,-0.0117616168636,0.00909538564564
