model,outcome,horizon,n,event,sw_conditional_F,conditional_df,residual_df,raw_wald_F_all_instruments,excluded_instruments,endogenous_regressors,covariance_assumption
joint,lbrent,22,415,military_conflict,195.676403482,1,398,65.2254678274,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,22,415,diplomatic_tension,660.859375056,1,398,220.286458352,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,22,415,nuclear_threat,452.504079554,1,398,150.834693185,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,23,414,military_conflict,193.367780124,1,397,64.455926708,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,23,414,diplomatic_tension,662.418077924,1,397,220.806025975,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,23,414,nuclear_threat,448.761916027,1,397,149.587305342,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,24,413,military_conflict,193.48039274,1,396,64.4934642465,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,24,413,diplomatic_tension,668.026160266,1,396,222.675386755,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,24,413,nuclear_threat,445.987129724,1,396,148.662376575,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,25,412,military_conflict,190.567752693,1,395,63.522584231,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,25,412,diplomatic_tension,646.592905203,1,395,215.530968401,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,25,412,nuclear_threat,455.278771263,1,395,151.759590421,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,26,411,military_conflict,191.08005647,1,394,63.6933521567,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,26,411,diplomatic_tension,649.551892061,1,394,216.517297354,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,26,411,nuclear_threat,459.766605776,1,394,153.255535259,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,27,410,military_conflict,190.583449527,1,393,63.5278165088,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,27,410,diplomatic_tension,647.449713473,1,393,215.816571158,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,27,410,nuclear_threat,458.604238348,1,393,152.868079449,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,28,409,military_conflict,192.561690855,1,392,64.187230285,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,28,409,diplomatic_tension,646.940108389,1,392,215.646702796,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,28,409,nuclear_threat,461.627310459,1,392,153.875770153,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,29,408,military_conflict,190.477996106,1,391,63.4926653685,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,29,408,diplomatic_tension,643.831437985,1,391,214.610479328,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,29,408,nuclear_threat,463.942026664,1,391,154.647342221,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,30,407,military_conflict,190.447507576,1,390,63.4825025253,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,30,407,diplomatic_tension,646.169471402,1,390,215.389823801,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,30,407,nuclear_threat,462.822325495,1,390,154.274108498,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,31,406,military_conflict,188.353732874,1,389,62.7845776248,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,31,406,diplomatic_tension,626.97615762,1,389,208.99205254,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,31,406,nuclear_threat,463.027557458,1,389,154.342519153,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,32,405,military_conflict,187.269143137,1,388,62.4230477123,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,32,405,diplomatic_tension,622.387328472,1,388,207.462442824,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,32,405,nuclear_threat,462.494698538,1,388,154.164899513,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,33,404,military_conflict,186.05175966,1,387,62.0172532202,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,33,404,diplomatic_tension,612.997603285,1,387,204.332534428,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,33,404,nuclear_threat,461.763043773,1,387,153.921014591,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,34,403,military_conflict,205.877459122,1,386,68.6258197072,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,34,403,diplomatic_tension,663.03323382,1,386,221.01107794,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,34,403,nuclear_threat,458.246376874,1,386,152.748792291,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,35,402,military_conflict,191.520546013,1,385,63.8401820043,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,35,402,diplomatic_tension,641.558536393,1,385,213.852845464,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,35,402,nuclear_threat,458.603410603,1,385,152.867803534,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,36,401,military_conflict,189.630040562,1,384,63.2100135207,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,36,401,diplomatic_tension,624.726629845,1,384,208.242209948,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,36,401,nuclear_threat,458.821209184,1,384,152.940403061,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,37,400,military_conflict,188.777750215,1,383,62.9259167383,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,37,400,diplomatic_tension,615.259354887,1,383,205.086451629,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,37,400,nuclear_threat,455.162803385,1,383,151.720934462,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,38,399,military_conflict,187.923306251,1,382,62.6411020838,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,38,399,diplomatic_tension,605.629204856,1,382,201.876401619,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,38,399,nuclear_threat,454.295030225,1,382,151.431676742,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,39,398,military_conflict,186.80301934,1,381,62.2676731132,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,39,398,diplomatic_tension,599.02779201,1,381,199.67593067,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,39,398,nuclear_threat,453.026559144,1,381,151.008853048,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,40,397,military_conflict,186.43320603,1,380,62.1444020099,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,40,397,diplomatic_tension,600.11665162,1,380,200.038883873,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,40,397,nuclear_threat,450.949195698,1,380,150.316398566,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,41,396,military_conflict,185.938676452,1,379,61.9795588174,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,41,396,diplomatic_tension,597.874700635,1,379,199.291566878,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,41,396,nuclear_threat,449.75980981,1,379,149.919936603,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,42,395,military_conflict,187.978894891,1,378,62.6596316302,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,42,395,diplomatic_tension,600.11789357,1,378,200.039297857,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,42,395,nuclear_threat,448.851299835,1,378,149.617099945,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,43,394,military_conflict,182.924380593,1,377,60.9747935309,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,43,394,diplomatic_tension,562.498288685,1,377,187.499429562,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,43,394,nuclear_threat,445.135443626,1,377,148.378481209,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,44,393,military_conflict,182.447959872,1,376,60.815986624,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,44,393,diplomatic_tension,562.008919908,1,376,187.336306636,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,44,393,nuclear_threat,443.521129702,1,376,147.840376567,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,45,392,military_conflict,181.390087256,1,375,60.4633624186,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,45,392,diplomatic_tension,558.313412757,1,375,186.104470919,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,45,392,nuclear_threat,443.784403095,1,375,147.928134365,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,46,391,military_conflict,181.16008363,1,374,60.3866945433,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,46,391,diplomatic_tension,556.698076591,1,374,185.56602553,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,46,391,nuclear_threat,442.350350171,1,374,147.450116724,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,47,390,military_conflict,179.736447309,1,373,59.9121491029,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,47,390,diplomatic_tension,551.59262724,1,373,183.86420908,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,47,390,nuclear_threat,440.118396816,1,373,146.706132272,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,48,389,military_conflict,179.413601774,1,372,59.8045339248,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,48,389,diplomatic_tension,551.445727807,1,372,183.815242602,3,3,homoskedastic Sanderson-Windmeijer correction
joint,lbrent,48,389,nuclear_threat,444.066814843,1,372,148.022271614,3,3,homoskedastic Sanderson-Windmeijer correction
