model,specification,outcome,event,horizon,n,origin_start,origin_end,beta,primary_covariance,maximum_leverage,hc3_se,hc3_p,hc3_90_low,hc3_90_high,hc3_95_low,hc3_95_high,hc1_se,hc1_p,hc1_90_low,hc1_90_high,hc1_95_low,hc1_95_high
joint,baseline,lwti,diplomatic_tension,41,396,1990-04-01,2023-03-01,-0.197437821917,HC3,0.489883599603,0.136602821328,0.148361790764,-0.422129468031,0.0272538241966,-0.465174431907,0.070298788073,0.129067965307,0.126086100768,-0.409735732776,0.0148600889414,-0.450406385477,0.0555307416425
joint,baseline,lwti,nuclear_threat,41,396,1990-04-01,2023-03-01,0.0204197302192,HC3,0.489883599603,0.0576301089941,0.723096090304,-0.0743733635814,0.11521282402,-0.0925332078344,0.133372668273,0.0555049627447,0.712955129697,-0.0708778090652,0.111717269504,-0.0883679977236,0.129207458162
joint,baseline,lwti,military_conflict,42,395,1990-04-01,2023-02-01,0.00581383584724,HC3,0.48998296349,0.0903195868244,0.948675933987,-0.142748664126,0.15437633582,-0.171209301427,0.182836973122,0.0790668884306,0.941383893681,-0.12423962236,0.135867294054,-0.149154417846,0.160782089541
joint,baseline,lwti,diplomatic_tension,42,395,1990-04-01,2023-02-01,-0.162686088486,HC3,0.48998296349,0.134856421271,0.22767672268,-0.384505162131,0.05913298516,-0.426999817261,0.10162764029,0.12656203945,0.198643591878,-0.37086211811,0.0454899411384,-0.410743127618,0.0853709506467
joint,baseline,lwti,nuclear_threat,42,395,1990-04-01,2023-02-01,0.0193690564072,HC3,0.48998296349,0.0608252346653,0.750152837979,-0.0806795514422,0.119417664257,-0.099846212888,0.138584325702,0.0586143685855,0.741060761922,-0.0770430003521,0.115781113167,-0.0955129949969,0.134251107811
joint,baseline,lwti,military_conflict,43,394,1990-04-01,2023-01-01,-0.0157084125574,HC3,0.490301817257,0.095829021828,0.869793142293,-0.173333126678,0.141916301564,-0.203529844014,0.172113018899,0.0831451996802,0.850149660128,-0.152470095815,0.1210532707,-0.178670009418,0.147253184303
joint,baseline,lwti,diplomatic_tension,43,394,1990-04-01,2023-01-01,-0.174563010842,HC3,0.490301817257,0.140228975295,0.213189590947,-0.40521914946,0.0560931277757,-0.44940675201,0.100280730325,0.130711203437,0.181717262754,-0.389563807899,0.040437786214,-0.430752261955,0.0816262402698
joint,baseline,lwti,nuclear_threat,43,394,1990-04-01,2023-01-01,0.000429447567211,HC3,0.490301817257,0.062969481844,0.994558523949,-0.103146133031,0.104005028166,-0.122988468972,0.123847364107,0.0606720259069,0.994352476,-0.0993671543003,0.100226049435,-0.118485538079,0.119344433214
joint,baseline,lwti,military_conflict,44,393,1990-04-01,2022-12-01,0.00303815903112,HC3,0.490362733478,0.102071072209,0.976254366341,-0.164853814299,0.170930132361,-0.197017466362,0.203093784424,0.0878932578276,0.972425444281,-0.141533384891,0.147609702953,-0.169229460795,0.175305778857
joint,baseline,lwti,diplomatic_tension,44,393,1990-04-01,2022-12-01,-0.140294438558,HC3,0.490362733478,0.142713883659,0.325584364665,-0.37503788771,0.0944490105953,-0.420008510623,0.139419633508,0.132412600718,0.289360826256,-0.358093785102,0.077504907987,-0.399818367064,0.119229489948
joint,baseline,lwti,nuclear_threat,44,393,1990-04-01,2022-12-01,0.0163866327068,HC3,0.490362733478,0.057418354862,0.775345255731,-0.0780581565415,0.110831421955,-0.0961512748742,0.128924540288,0.0550199950524,0.765832533723,-0.07411320571,0.106886471124,-0.0914505760254,0.124223841439
joint,baseline,lwti,military_conflict,45,392,1990-04-01,2022-11-01,0.0291457648632,HC3,0.490609257775,0.100890937814,0.772670245333,-0.136805060127,0.195096589853,-0.168596839619,0.226888369345,0.0867510529113,0.736893371017,-0.11354701916,0.171838548886,-0.140883174464,0.19917470419
joint,baseline,lwti,diplomatic_tension,45,392,1990-04-01,2022-11-01,-0.149428764752,HC3,0.490609257775,0.137498194436,0.277138945004,-0.37559316857,0.0767356390651,-0.418920273786,0.120062744282,0.127355525336,0.240667568593,-0.358909962514,0.0600524330094,-0.399041007644,0.100183478139
joint,baseline,lwti,nuclear_threat,45,392,1990-04-01,2022-11-01,0.0112098764244,HC3,0.490609257775,0.0562707120422,0.842095865664,-0.0813472083694,0.103766961218,-0.0990786925628,0.121498445412,0.0539423577531,0.835375658654,-0.0775174063721,0.0999371592208,-0.0945152020128,0.116934954862
joint,baseline,lwti,military_conflict,46,391,1990-04-01,2022-10-01,0.0409507871305,HC3,0.490923337621,0.0973997155189,0.674163671776,-0.119257488205,0.201159062466,-0.149949147391,0.231850721652,0.0840399728821,0.626061696756,-0.0972826670734,0.179184241334,-0.12376453298,0.205666107241
joint,baseline,lwti,diplomatic_tension,46,391,1990-04-01,2022-10-01,-0.135466468826,HC3,0.490923337621,0.140113512693,0.333627164211,-0.365932688364,0.0949997507126,-0.410083907451,0.1391509698,0.130380335876,0.298800099618,-0.349923037174,0.0789900995226,-0.391007231434,0.120074293783
joint,baseline,lwti,nuclear_threat,46,391,1990-04-01,2022-10-01,0.0200598371024,HC3,0.490923337621,0.0547784913214,0.714216474471,-0.0700427630266,0.110162437231,-0.0873040330151,0.12742370722,0.0525706588048,0.702773978145,-0.0664112017039,0.106530875909,-0.0829767607985,0.123096435003
joint,baseline,lwti,military_conflict,47,390,1990-04-01,2022-09-01,0.0198897612362,HC3,0.491553896936,0.0808854763936,0.80575942762,-0.113155007978,0.15293453045,-0.138642859368,0.17842238184,0.072011737437,0.782393184271,-0.0985590062702,0.138338528743,-0.121250650605,0.161030173077
joint,baseline,lwti,diplomatic_tension,47,390,1990-04-01,2022-09-01,-0.199444709831,HC3,0.491553896936,0.124840175877,0.110131946444,-0.404788525911,0.00589910624962,-0.444126958373,0.0452375387116,0.118989424082,0.0937078495981,-0.395164895601,-0.00372452406067,-0.432659695572,0.033770275911
joint,baseline,lwti,nuclear_threat,47,390,1990-04-01,2022-09-01,0.0090138387088,HC3,0.491553896936,0.0519856699844,0.862344228878,-0.0764949791145,0.0945226565321,-0.0928762021727,0.11090387959,0.0503304818122,0.857864651356,-0.0737724368463,0.0918001142639,-0.0896320929677,0.107659770385
joint,baseline,lwti,military_conflict,48,389,1990-04-01,2022-08-01,0.0179249981484,HC3,0.491845982783,0.0718483597388,0.802986609971,-0.100255036958,0.136105033255,-0.122895199288,0.158745195585,0.0648099256227,0.782104176709,-0.0886778430746,0.124527839371,-0.109100121913,0.14495011821
joint,baseline,lwti,diplomatic_tension,48,389,1990-04-01,2022-08-01,-0.209689289131,HC3,0.491845982783,0.118112107236,0.0758415679744,-0.403966417105,-0.0154121611564,-0.441184765452,0.0218061871903,0.113490748041,0.0646554041417,-0.396364957671,-0.0230136205907,-0.432127067869,0.0127484896073
joint,baseline,lwti,nuclear_threat,48,389,1990-04-01,2022-08-01,-0.000346287268343,HC3,0.491845982783,0.051294222441,0.994613522671,-0.0847177750922,0.0840252005555,-0.100881115868,0.100188541331,0.0500259321653,0.994476963316,-0.0826316232321,0.0819390486954,-0.0983953126054,0.0977027380687
single,baseline,lbrent,gpr_ai,0,432,1990-04-01,2026-03-01,0.106705757167,HC3,0.436003835674,0.0537438067214,0.047094187619,0.0183050617555,0.195106452579,0.00136983160132,0.212041682733,0.0495322236067,0.0312190455318,0.025232499517,0.188179014818,0.00962438282413,0.203787131511
single,baseline,lbrent,gpr_ai,1,432,1990-04-01,2026-03-01,0.0510713245513,HC3,0.436003835674,0.0901578468119,0.571077267937,-0.0972251367754,0.199367785878,-0.125634808124,0.227777457226,0.0832855218491,0.539739004097,-0.0859211681348,0.188063817237,-0.112165298707,0.214307947809
