model,outcome,event,horizon,n,augmented_price_lags,conventional_price_lags,augmented_beta,augmented_hc3_se,conventional_beta,conventional_hac6_se,comparison
single,lwti,diplomatic_tension,28,409,3,2,-0.236236141693,0.09282553999,-0.24092935565,0.077215254312,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,29,408,3,2,-0.211904514039,0.0929403627691,-0.216544514264,0.0776105827188,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,30,407,3,2,-0.20559837783,0.0953360522047,-0.210597440982,0.080019083535,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,31,406,3,2,-0.148876741204,0.0973531042054,-0.153816785468,0.0805211403989,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,32,405,3,2,-0.120991871679,0.0994577818528,-0.125795377077,0.0809265448119,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,33,404,3,2,-0.123881959979,0.0979228265996,-0.127887074249,0.0838423001301,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,34,403,3,2,-0.153409176037,0.0998392853618,-0.156521800367,0.0837629634427,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,35,402,3,2,-0.213633138386,0.10356437553,-0.21481286562,0.087420293468,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,36,401,3,2,-0.160158995623,0.0972459754789,-0.162361932483,0.0836527895168,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,37,400,3,2,-0.0938944379615,0.103085015951,-0.0985346862893,0.0819177710845,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,38,399,3,2,-0.142535683981,0.103114154243,-0.14802524679,0.0820824119131,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,39,398,3,2,-0.18132980831,0.11029346818,-0.185506934101,0.101388683619,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,40,397,3,2,-0.204207507052,0.117225215653,-0.207973540509,0.115173700162,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,41,396,3,2,-0.190620342,0.117059404021,-0.194534893505,0.109113351815,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,42,395,3,2,-0.164304887151,0.111700806887,-0.167245112119,0.0955000337198,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,43,394,3,2,-0.164999015463,0.113734959839,-0.167709973184,0.0893636454579,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,44,393,3,2,-0.144921440294,0.11416201797,-0.147705469987,0.0984122863484,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,45,392,3,2,-0.17339678756,0.11044641938,-0.175623342149,0.0962861530675,Matched observations; distinct regressions and covariance estimators
single,lwti,diplomatic_tension,46,391,3,2,-0.165656367516,0.113397851593,-0.168972396964,0.0988220344377,Matched observations; distinct regressions and covariance estimators
